ID,pregunta,respuesta,intencion,entidades,referencias
192,Qué es la rehabilitación pulmonar oncológica,"La rehabilitación pulmonar oncológica es un programa multidisciplinario que incluye ejercicios respiratorios, entrenamiento físico adaptado, educación nutricional y apoyo psicológico, diseñado para mejorar la capacidad funcional y calidad de vida de pacientes con cáncer de pulmón antes, durante y después del tratamiento.",tratamiento del cáncer de pulmón,rehabilitacion|pulmonar,https://doi.org/10.1111/resp.12566|https://doi.org/10.1164/rccm.201309-1634ST
193,Cómo viajar con oxígeno suplementario,"Los pacientes que requieren oxígeno pueden viajar pero deben: notificar a la aerolínea con anticipación, llevar suministros extra, obtener una prescripción médica para el equipo, verificar regulaciones locales, planificar paradas en viajes largos, y llevar una lista de centros médicos en el destino.",tratamiento del cáncer de pulmón,calidad|de|vida|viajes,https://doi.org/10.1136/thoraxjnl-2011-200295|https://www.lung.org/lung-health-diseases/lung-procedures-and-tests/oxygen-therapy/traveling-with-oxygen
194,Qué es el cáncer de pulmón en estadio oligometastásico,"El cáncer de pulmón oligometastásico se refiere a cuando hay un número limitado de metástasis (generalmente 1-5) en uno o dos órganos. Estos casos pueden beneficiarse de tratamientos agresivos locales (como radiocirugía) combinados con terapia sistémica, con posibilidad de larga supervivencia en algunos pacientes.",diagnostico del cáncer del pulmón,oligometastasico|estadio,https://doi.org/10.1016/j.jtho.2019.07.025|https://doi.org/10.1016/S1470-2045(16)30532-0
195,Cómo afecta el tabaquismo pasivo en la infancia al riesgo de cáncer de pulmón,"La exposición al humo de tabaco en la infancia aumenta significativamente el riesgo de desarrollar cáncer de pulmón en la edad adulta, incluso en personas que nunca fumaron. Los niños expuestos tienen mayor riesgo de mutaciones genéticas en las células pulmonares y desarrollo de enfermedades respiratorias crónicas.",informacion del cáncer del pulmón,tabaquismo|pasivo|infancia,"https://www.cdc.gov|https://doi.org/10.1093/ije/dym158
"
196,Qué es la medicina de precisión en cáncer de pulmón,"La medicina de precisión implica seleccionar tratamientos basados en las características genéticas específicas del tumor de cada paciente. Esto incluye pruebas moleculares para identificar mutaciones accionables (como EGFR, ALK, ROS1) que puedan responder a terapias dirigidas específicas.",tratamiento del cáncer de pulmón,medicina|de|precision|genetica,https://www.cancer.gov/about-cancer/treatment/types/targeted-therapies|https://doi.org/10.1038/nature25183
197,Cómo manejar la neuropatía periférica causada por la quimioterapia,"La neuropatía periférica (entumecimiento/hormigueo en manos/pies) puede manejarse con: ajuste de dosis de quimioterapia, medicamentos como gabapentina, terapia física, acupuntura, protección de extremidades de temperaturas extremas, y uso de calzado seguro para prevenir caídas.",tratamiento del cáncer de pulmón,efectos|secundarios|neuropatia,"https://doi.org/10.1200/JCO.20.01399|https://doi.org/10.1200/JCO.2014.58.8533
 
"
198,Qué es un ensayo clínico de fase temprana,"Los ensayos de fase temprana (I-II) evalúan principalmente la seguridad y dosis óptima de nuevos tratamientos, mientras que ensayos de fase posterior (III-IV) comparan eficacia con tratamientos estándar. Los pacientes en ensayos tempranos pueden acceder a terapias innovadoras antes de su aprobación.",informacion del cáncer del pulmón,ensayos|clinicos|investigacion,https://www.cancer.gov/research/participate/clinical-trials/how-trials-work|https://www.fda.gov/patients/learn-about-drug-and-device-approvals/drug-development-process
199,Cuál es el pronóstico del cáncer de pulmón en no fumadores,"Los no fumadores con cáncer de pulmón suelen tener mejores resultados que los fumadores, ya que sus tumores con mayor frecuencia presentan mutaciones accionables (como EGFR) que responden bien a terapias dirigidas. Sin embargo, el pronóstico depende principalmente del estadio al diagnóstico.",diagnostico del cáncer del pulmón,pronostico|no|fumadores,https://doi.org/10.1200/JCO.2006.06.8015|https://doi.org/10.1016/j.ejca.2012.03.007
200,El cáncer de pulmón es hereditario,"Una proporción de cánceres de pulmón son hereditarios. Esto incluye pacientes con síndrome de Li-Fraumeni y pacientes con susceptibilidad genética asociada al EGFR . Se trata principalmente de pacientes jóvenes con adenocarcinoma, independientemente de su historial de tabaquismo",informacion del cáncer del pulmón,hereditario|genético,https://doi.org/10.1038/sj.bjc.6602769|https://doi.org/10.1186/s13073-014-0083-4
201,Cómo afecta el cáncer de pulmón a la respiración,"Puede obstruir las vías respiratorias, causar dificultad para respirar y reducir la capacidad pulmonar.",informacion del cáncer del pulmón,respiración|pulmones,https://www.cancer.gov/types/lung|https://www.cancer.org/cancer/types/lung-cancer/detection-diagnosis-staging/signs-symptoms.html
202,Puedo trabajar si tengo cáncer de pulmón,"Depende del estado de salud y del tratamiento, algunas personas pueden continuar trabajando.",informacion del cáncer del pulmón,trabajar|pacientes,https://www.macmillan.org.uk|https://www.cancer.org/cancer/survivorship/coping/working-during-cancer-treatment.html
203,Qué alimentos son buenos para los pulmones,"Frutas, vegetales, alimentos ricos en antioxidantes y omega-3 pueden beneficiar la salud pulmonar",informacion del cáncer del pulmón,alimentos|pulmones,https://doi.org/10.3945/an.116.013938|https://doi.org/10.1093/ajcn/82.3.724
204,Qué cuidados debe tener un paciente con cáncer de pulmón,"Debe seguir su tratamiento, evitar infecciones, alimentarse bien y mantenerse activo si es posible.",tratamiento del cáncer de pulmón,cuidados|paciente,https://www.nccn.org/patients/guidelines/content/PDF/lung_screening-patient.pdf|https://www.cancer.org/content/dam/cancer-org/cancer-control/en/booklets-flyers/american-cancer-society-caregiver-resource-guide.pdf
205,Qué diferencia hay entre quimioterapia y radioterapia,"La quimioterapia usa medicamentos que circulan por el cuerpo, mientras que la radioterapia usa rayos para tratar un área específica",tratamiento del cáncer de pulmón,quimioterapia|radioterapia,https://www.cancer.gov/about-cancer/treatment/types
206,Puedo hacer ejercicio si tengo cáncer de pulmón,"Sí, siempre que el médico lo autorice. El ejercicio puede mejorar el ánimo y la función respiratoria",tratamiento del cáncer de pulmón,ejercicio,https://www.cancer.org/cancer/survivorship/be-healthy-after-treatment/nutrition-and-physical-activity-during-and-after-cancer-treatment.html|https://www.cancer.gov/about-cancer/causes-prevention/risk/obesity/physical-activity-fact-sheet
207,Qué hacer si me diagnostican cáncer de pulmón,"Buscar atención médica especializada, informarse sobre el tipo de cáncer y seguir las indicaciones del oncólogo.",diagnostico del cáncer del pulmón,diagnóstico|acciones,https://www.cancer.org/content/dam/cancer-org/cancer-control/en/booklets-flyers/after-diagnosis-a-guide-for-patients-and-families.pdf
208,Cómo hablar con la familia sobre un diagnóstico de cáncer,"Es importante ser honesto, elegir un momento adecuado y contar con apoyo psicológico si es necesario",informacion del cáncer del pulmón,familia|diagnóstico,https://www.cancerresearchuk.org||https://www.cancer.gov/about-cancer/coping/caregiver-support
209,Qué es el síndrome de Li-Fraumeni,"El síndrome de Li-Fraumeni es un síndrome de susceptibilidad al cáncer poco frecuente asociado con variantes patogénicas germinales en el gen supresor de tumores TP53 . Las personas presentan un mayor riesgo de cáncer en general y a todas las edades (incluidos los cánceres pediátricos), pero más específicamente de sarcoma, leucemia, tumores cerebrales, carcinoma suprarrenal cortical, cáncer de mama premenopáusico, tumores del plexo coroideo y adenocarcinoma de pulmón [ 10 ]. En un reciente documento de consenso, los expertos recomendaron el uso de un nombre alternativo, síndrome de cáncer hereditario relacionado con TP53",informacion del cáncer del pulmón,Li-Fraumeni|sindrome,https://www.thelancet.com|https://ascopubs.org
210,Qué es la susceptibilidad genética asociada al EGFR,"Algunas personas nacen con una alteración en el gen EGFR que puede aumentar el riesgo de desarrollar cáncer de pulmón. La más común de estas alteraciones se llama T790M. Esta variante suele aparecer después del tratamiento con ciertos medicamentos contra el cáncer, pero si se encuentra en alguien que nunca recibió esos tratamientos, podría ser hereditaria. En la mayoría de los casos, los tumores con esta variante heredada también tienen otra mutación adicional en el mismo gen, lo que hace que no respondan bien a los medicamentos tradicionales. Sin embargo, sí pueden responder a un tratamiento más nuevo llamado osimertinib.",informacion del cáncer del pulmón,EFGR,https://www.jto.org|https://www.lung.org/lung-health-diseases/lung-disease-lookup/lung-cancer/symptoms-diagnosis/biomarker-testing/egfr
211,Qué es el ársenico,"El arsénico es un elemento natural que se encuentra en la tierra y entre los minerales. Los componentes del arsénico se usan para preservar la madera, como plaguicidas y en ciertas industrias. El arsénico forma parte del aire, el agua y la tierra a través del polvo que se lleva el viento. También puede penetrar en el agua debido a los desbordamientos. La exposición al arsénico puede causar muchos problemas de salud. La exposición por tiempo prolongado a niveles bajos puede cambiar el color de la piel. Puede causar callos y pequeñas verrugas. La exposición a niveles elevados de arsénico puede provocar la muerte.",informacion del cáncer del pulmón,ársenico,https://www.who.int/news-room/fact-sheets/detail/arsenic|https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=22&tid=3
212,Porque el ársenico puede contribuir a generar el cáncer de pulmón,"La ingestión prolongada de agua potable que contiene arsénico está relacionada con un mayor riesgo de cáncer de vejiga. Además, se ha vinculado la exposición al arsénico con los cánceres de piel, pulmón, vías digestivas, hígado, riñón, y cánceres de los sistemas linfático y hematopoyético.",informacion del cáncer del pulmón,ársenico|cáncer,https://publications.iarc.fr|https://www.annualreviews.org
213,Comó saber si el agua tiene ársenico,"El arsénico no se puede ver ni oler en el agua. La única forma de saberlo es haciendo un análisis en un laboratorio, si el resultado muestra más de 10 microgramos por litro, no es segura para beber.",informacion del cáncer del pulmón,ársenico]agua,https://www.who.int/docs/default-source/food-safety/arsenic/9789241549950-eng.pdf?sfvrsn=bad6319a_2|https://stacks.cdc.gov/view/cdc/110633/cdc_110633_DS1.pdf
